#;PSRJ;;RAJ;;;DECJ;;;PMRA;;;PMDEC;;;Gl;Gb;
 ; ;;(hms);;;(dms);;;(mas/yr);;;(mas/yr);;;(deg);(deg);
885;J1411+2551;msf+17;14:11:18.866;3.0e-03;msf+17;+25:51:08.39;7.0e-02;msf+17;-3;1.2e+01;msf+17;-4;9.0e+00;msf+17;33.380   ;72.101   ;
886;J1412-6111;mlc+01;14:12:59.62;1.3e-01;mlc+01;-61:11:30.5;7.0e-01;mlc+01;*;0;*;*;0;*;312.597  ;0.140    ;
887;J1412-6145;mlc+01;14:12:07.63;1.0e-01;psj+19;-61:45:28.48;8.0e-02;psj+19;*;0;*;*;0;*;312.324  ;-0.366   ;
888;J1412+7922;zhi+11;14:12:55.867;3.8e-02;hg15;+79:22:03.895;7.6e-02;hg15;-40;3.0e+01;hg15;-56;2.1e+01;hg15;118.318  ;37.020   ;
889;J1413-6141;kbm+03;14:13:09.87;9.0e-02;kbm+03;-61:41:13;1.0e+00;kbm+03;*;0;*;*;0;*;312.462  ;-0.337   ;
890;J1413-6205;sdz+10;14:13:29.9;1.0e-01;sdz+10;-62:05:38;1.0e+00;sdz+10;*;0;*;*;0;*;312.373  ;-0.736   ;
891;J1413-6222;mlc+01;14:13:05.47;8.0e-02;mlc+01;-62:22:27.8;1.1e+00;mlc+01;*;0;*;*;0;*;312.241  ;-0.988   ;
892;J1413-6307;jlm+92;14:13:31.316;8.0e-03;jml+95;-63:07:35.45;7.0e-02;jml+95;*;0;*;*;0;*;312.053  ;-1.718   ;
893;J1414-6802;ebvb01;14:14:25.7;1.0e-01;ebvb01;-68:02:58;1.0e+00;ebvb01;*;0;*;*;0;*;310.590  ;-6.420   ;
894;J1415-6621;ebvb01;14:15:31.27;3.0e-02;hfs+04;-66:21:12.2;3.0e-01;hfs+04;*;0;*;*;0;*;311.234  ;-4.846   ;
895;J1416-5033;bbb+12;14:16:44.6;2.0e-01;bbb+12;-50:33:17;3.0e+00;bbb+12;*;0;*;*;0;*;316.504  ;10.055   ;
896;J1416-6037;mlc+01;14:16:30.59;1.6e-01;mlc+01;-60:37:59.5;9.0e-01;mlc+01;*;0;*;*;0;*;313.179  ;0.535    ;
897;J1417-4402;crr+16;14:17:30.60;9.0e-02;scc+15;-44:02:57.4;9.0e-01;scc+15;-4.70;1.0e-01;jkc+18;-5.10;8.7e-01;jkc+18;318.861  ;16.144   ;
898;J1418-3921;mld+96;14:18:50.283;5.0e-03;dsb+98;-39:21:18.51;1.0e-01;dsb+98;*;0;*;*;0;*;320.820  ;20.461   ;
899;J1418-5945;kbm+03;14:18:32.3;4.0e-01;kbm+03;-59:45:00;3.0e+00;kbm+03;*;0;*;*;0;*;313.706  ;1.287    ;
900;J1418-6058;aaa+09c;14:18:42.7;1.0e-01;rkp+11;-60:57:49;2.0e+00;rkp+11;*;0;*;*;0;*;313.325  ;0.135    ;
901;J1420-5416;mlt+78;14:20:29.11;1.0e-02;lbs+20;-54:16:22.7;1.0e-01;lbs+20;*;0;*;*;0;*;315.793  ;6.360    ;
902;J1420-5625;hfs+04;14:20:03.062;3.0e-03;hfs+04;-56:25:55.00;3.0e-02;hfs+04;*;0;*;*;0;*;315.002  ;4.349    ;
903;J1420-6048;dkm+01;14:20:08.237;1.6e-02;dkm+01;-60:48:16.43;1.5e-01;dkm+01;*;0;*;*;0;*;313.541  ;0.227    ;
904;J1421-4409;kbj+18;14:21:20.96387;5.0e-05;sfj+20;-44:09:04.553;1.0e-03;sfj+20;-11.6;4.0e-01;sfj+20;-7.9;8.0e-01;sfj+20;319.497  ;15.809   ;
905;J1422-6138;pga+13;14:22:28.297;3.0e-03;aab+22;-61:38:28.32;4.0e-02;aab+22;*;0;*;*;0;*;313.521  ;-0.655   ;
906;J1423-6953;ebvb01;14:23:26.79;2.0e-02;jbo+09;-69:53:42.82;8.0e-02;jbo+09;*;0;*;*;0;*;310.736  ;-8.430   ;
907;J1424-5556;hfs+04;14:24:12.76;3.0e-02;hfs+04;-55:56:13.9;3.0e-01;hfs+04;*;0;*;*;0;*;315.718  ;4.614    ;
908;J1424-56;kle+10;14:24:23;5.0e+01;bbj+11;-56:40:47;4.2e+02;bbj+11;*;0;*;*;0;*;315.478  ;3.911    ;
909;J1424-5822;kbm+03;14:24:32.130;8.0e-03;lbs+20;-58:22:55.7;1.0e-01;lbs+20;*;0;*;*;0;*;314.897  ;2.310    ;
910;J1424-6438;kbm+03;14:24:59.2;2.0e-01;kbm+03;-64:38:10.0;9.0e-01;kbm+03;*;0;*;*;0;*;312.741  ;-3.561   ;
911;J1425-5723;kbm+03;14:25:36.56;3.0e-02;kbm+03;-57:23:30.8;4.0e-01;kbm+03;*;0;*;*;0;*;315.382  ;3.186    ;
912;J1425-5759;kbm+03;14:25:59.11;7.0e-02;kbm+03;-57:59:10.2;9.0e-01;kbm+03;*;0;*;*;0;*;315.217  ;2.613    ;
913;J1425-6210;mlc+01;14:25:07.7;3.0e-01;mlc+01;-62:10:04.9;1.0e+00;mlc+01;*;0;*;*;0;*;313.630  ;-1.258   ;
914;J1426+52;scb+19;14:27:00;1.8e+01;scb+19;+52:10;3.0e+00;scb+19;*;0;*;*;0;*;93.880   ;59.233   ;
915;J1427-4158;jbo+09;14:27:50.770;9.0e-03;jbo+09;-41:58:56.3;3.0e-01;jbo+09;*;0;*;*;0;*;321.480  ;17.391   ;
916;J1428-5530;mlt+78;14:28:26.240;3.0e-03;lbs+20;-55:30:50.06;4.0e-02;lbs+20;*;0;*;*;0;*;316.427  ;4.796    ;
917;J1429-5911;sdz+10;14:29:58.6;1.0e-01;sdz+10;-59:11:36.6;7.0e-01;sdz+10;*;0;*;*;0;*;315.261  ;1.299    ;
918;J1429-5935;mlc+01;14:29:25.90;1.0e-01;mlc+01;-59:35:58.9;1.2e+00;mlc+01;*;0;*;*;0;*;315.046  ;0.947    ;
919;J1430+22;mss+20;14:30:01;0.0e+00;mss+20;+22:24:23;0.0e+00;mss+20;*;0;*;*;0;*;26.432   ;67.170   ;
920;J1430-5712;ccb+20;14:30:16.17;2.0e-02;ccb+20;-57:12:31.4;2.0e-01;ccb+20;*;0;*;*;0;*;316.036  ;3.127    ;
921;J1430-6623;lvw68;14:30:40.735;2.0e-03;jbv+19;-66:23:05.55;1.0e-02;jbv+19;-31;5.0e+00;bmk+90b;-21;3.0e+00;bmk+90b;312.653  ;-5.404   ;
922;J1431-4715;btb+15;14:31:44.6177;2.0e-04;btb+15;-47:15:27.574;4.0e-03;btb+15;-12.01;3.3e-01;jkc+18;-14.51;2.6e-01;jkc+18;320.051  ;12.253   ;
923;J1431-5740;bbb+13;14:31:03.4953;3.0e-04;bbb+13;-57:40:11.670;4.0e-03;bbb+13;*;0;*;*;0;*;315.962  ;2.660    ;
924;J1431-6328;kdl+19;14:13:21.23;6.0e-02;kdl+19;-63:28:08.6;4.0e-01;kdl+19;*;0;*;*;0;*;311.929  ;-2.037   ;
925;J1432-5032;kjv+10;14:32:52.27;7.0e-02;bbb+12;-50:32:17.3;6.0e-01;bbb+12;*;0;*;*;0;*;318.936  ;9.155    ;
926;J1433+00;dsm+16;14:33:30;1.1e+02;dsm+16;+00:28;8.0e+00;dsm+16;*;0;*;*;0;*;349.749  ;53.792   ;
927;J1433-6038;kel+09;14:33:13.18;6.0e-02;kel+09;-60:38:34.7;8.0e-01;kel+09;*;0;*;*;0;*;315.092  ;-0.197   ;
928;J1434-5943;ccb+20;14:34:58.31;2.0e-02;ccb+20;-59:43:41.6;2.0e-01;ccb+20;*;0;*;*;0;*;315.645  ;0.563    ;
929;J1434-6006;kbm+03;14:34:05.3;2.0e-01;kbm+03;-60:06:29.0;9.0e-01;kbm+03;*;0;*;*;0;*;315.396  ;0.256    ;
930;J1434-6029;mlc+01;14:34:39.1;3.0e-01;mlc+01;-60:29:49;3.0e+00;mlc+01;*;0;*;*;0;*;315.310  ;-0.130   ;
931;J1434+7257;slr+14;14:33:59.7370;9.0e-04;slr+14;+72:57:26.512;6.0e-03;slr+14;*;0;*;*;0;*;113.082  ;42.153   ;
932;J1435-5954;hfs+04;14:35:00.208;1.0e-03;lbs+20;-59:54:49.5;1.0e-01;lbs+20;*;0;*;*;0;*;315.577  ;0.391    ;
933;J1435-6100;clm+01;14:35:20.2765;5.0e-04;clm+01;-61:00:57.956;7.0e-03;clm+01;*;0;*;*;0;*;315.186  ;-0.641   ;
934;J1437-5959;cng+09;14:37:01.91;3.0e-02;cng+09;-59:59:01.4;3.0e-01;cng+09;*;0;*;*;0;*;315.783  ;0.227    ;
935;J1437-6146;hfs+04;14:37:15.31;9.0e-02;hfs+04;-61:46:02.0;8.0e-01;hfs+04;*;0;*;*;0;*;315.101  ;-1.422   ;
936;J1439-5501;fsk+04;14:39:39.7420;4.0e-04;lfl+06;-55:01:23.621;6.0e-03;lfl+06;*;0;*;*;0;*;318.097  ;4.630    ;
937;J1439+7655;kkl+15;14:39:22;0.0e+00;mss+20;+76:55:46;0.0e+00;mss+20;*;0;*;*;0;*;115.390  ;38.575   ;
938;J1440-6344;mlt+78;14:40:31.26;2.0e-02;jbv+19;-63:44:48.4;2.0e-01;jbv+19;*;0;*;*;0;*;314.646  ;-3.384   ;
939;J1441-6137;kbm+03;14:41:44.3;1.0e-01;kbm+03;-61:37:24;2.0e+00;kbm+03;*;0;*;*;0;*;315.646  ;-1.505   ;
940;J1443-5122;kjv+10;14:43:26.97;6.0e-02;bbb+12;-51:22:26;1.0e+00;bbb+12;*;0;*;*;0;*;320.135  ;7.717    ;
941;J1444-5941;mlc+01;14:44:46.5;3.0e-01;mlc+01;-59:41:19;3.0e+00;mlc+01;*;0;*;*;0;*;316.791  ;0.098    ;
942;J1444-6026;mll+06;14:44:06.02;7.0e-02;mlk+09;-60:26:09.4;4.0e-01;mlk+09;*;0;*;*;0;*;316.400  ;-0.544   ;
943;J1446-4701;kjb+12;14:46:35.712054;7.5e-06;rsc+21;-47:01:26.78210;1.4e-04;rsc+21;-4.37;4.5e-02;*;-3.02;6.7e-02;*;322.500  ;11.425   ;
944;J1447-5757;nie+20;14:47:28.2;0;aab+22;-57:57:26;0;aab+22;*;0;*;*;0;*;317.846  ;1.515    ;
945;J1449-5846;kbm+03;14:49:25.43;6.0e-02;kbm+03;-58:46:40.4;7.0e-01;kbm+03;*;0;*;*;0;*;317.720  ;0.664    ;
946;J1452-5851;mlc+01;14:52:52.60;1.0e-01;psj+19;-58:51:13.2;1.1e+00;psj+19;*;0;*;*;0;*;318.087  ;0.398    ;
947;J1452-6036;kbm+03;14:52:51.885;4.0e-03;jks21;-60:36:31.43;5.0e-02;jks21;*;0;*;*;0;*;317.296  ;-1.169   ;
948;J1453+1902;lmcs07;14:53:45.719363;1.6e-05;aab+21a;+19:02:12.1142;3.1e-04;aab+21a;0.9;2.1e-01;*;-10.9;3.8e-01;*;23.395   ;60.812   ;
949;J1453-6413;lvw69a;14:53:32.665;6.0e-03;psj+19;-64:13:16.00;5.0e-02;psj+19;-16;1.0e+00;bmk+90b;-21.3;8.0e-01;bmk+90b;315.733  ;-4.427   ;
950;J1454-5846;clm+01;14:54:10.908;3.0e-03;clm+01;-58:46:34.74;3.0e-02;clm+01;*;0;*;*;0;*;318.272  ;0.391    ;
951;J1455-3330;lnl+95;14:55:47.970656;1.6e-05;aab+21a;-33:30:46.3869;4.8e-04;aab+21a;7.88;6.3e-02;*;-2.07;1.3e-01;*;330.722  ;22.562   ;
952;J1455-59;kek+13;14:55:06;3.0e+01;kek+13;-59:23;7.0e+00;kek+13;*;0;*;*;0;*;318.101  ;-0.203   ;
953;J1456-48;bcm+16;14:56;4.0e+00;bcm+16;-48:00;4.0e+01;bcm+16;*;0;*;*;0;*;323.492  ;9.837    ;
954;J1456-6843;lvw68;14:55:59.923;3.0e-03;jbv+19;-68:43:39.50;2.0e-02;jbv+19;-39.5;4.0e-01;bmk+90b;-12.3;3.0e-01;bmk+90b;313.868  ;-8.543   ;
955;J1457-5122;mlt+78;14:57:40.093;8.0e-03;lbs+20;-51:22:54.9;1.0e-01;lbs+20;*;0;*;*;0;*;322.134  ;6.722    ;
956;J1457-5900;kbm+03;14:57:39.0;2.0e-01;kbm+03;-59:00:51;3.0e+00;kbm+03;*;0;*;*;0;*;318.561  ;-0.027   ;
957;J1457-5902;kbm+03;14:57:31.9;1.0e-01;kbm+03;-59:02:04;2.0e+00;kbm+03;*;0;*;*;0;*;318.538  ;-0.037   ;
958;J1459-6053;aaa+09c;14:59:29.99;6.0e-02;rkp+11;-60:53:20.7;4.0e-01;rkp+11;*;0;*;*;0;*;317.886  ;-1.791   ;
959;J1501-0046;lbr+13;15:01:44.9558;9.4e-03;lbr+13;-00:46:23.52;8.8e-01;lbr+13;*;0;*;*;0;*;356.582  ;48.051   ;
960;J1501-5637;kbm+03;15:01:51.0;4.0e-01;kbm+03;-56:37:48;5.0e+00;kbm+03;*;0;*;*;0;*;320.181  ;1.810    ;
961;J1502+28;ttm18;15:02:09;4.0e+01;ttm18;+28:13;1.5e+01;ttm18;*;0;*;*;0;*;42.780   ;61.127   ;
962;J1502+4653;ccl+21;15:02:19.83;1.0e-02;ccl+21;+46:53:27.4;1.0e-01;ccl+21;*;0;*;*;0;*;79.306   ;57.626   ;
963;J1502-5653;hfs+04;15:02:57.389;1.1e-02;hfs+04;-56:53:39.21;1.2e-01;hfs+04;*;0;*;*;0;*;320.186  ;1.505    ;
964;J1502-5828;kbm+03;15:02:43.8;3.0e-01;kbm+03;-58:28:42;6.0e+00;kbm+03;*;0;*;*;0;*;319.395  ;0.133    ;
965;J1502-6128;kbm+03;15:02:29.84;5.0e-02;kbm+03;-61:28:50.3;5.0e-01;kbm+03;*;0;*;*;0;*;317.921  ;-2.483   ;
966;J1502-6752;kjb+12;15:02:18.615;2.0e-03;nbb+14;-67:52:16.759;1.8e-02;nbb+14;-6;9.0e+00;nbb+14;-14;1.6e+01;nbb+14;314.799  ;-8.067   ;
967;J1503+2111;clm+05;15:03:54.60;4.0e-02;clm+05;+21:11:09.3;5.0e-01;clm+05;*;0;*;*;0;*;29.062   ;59.296   ;
968;J1504-5621;kbm+03;15:04:49.14;7.0e-02;kbm+03;-56:21:32;1.0e+00;kbm+03;*;0;*;*;0;*;320.671  ;1.849    ;
969;J1504-5659;ccb+20;15:04:31.987;1.7e-02;ccb+20;-56:59:19.4;2.0e-01;ccb+20;*;0;*;*;0;*;320.328  ;1.318    ;
970;J1505-25;mss+20;15:05;0.0e+00;mss+20;-25;0.0e+00;mss+20;*;0;*;*;0;*;337.601  ;28.735   ;
971;J1506-5158;mlt+78;15:06:39.5;7.0e-01;nmc81;-51:58:10;1.0e+01;nmc81;*;0;*;*;0;*;323.076  ;5.534    ;
972;J1507-4352;mlt+78;15:07:34.175;4.0e-03;lbs+20;-43:52:04.05;1.0e-02;lbs+20;*;0;*;*;0;*;327.339  ;12.459   ;
973;J1507-5800;ccb+20;15:07:03.504;8.0e-03;ccb+20;-58:00:56.20;1.0e-01;ccb+20;*;0;*;*;0;*;320.118  ;0.258    ;
974;J1507-6640;mlt+78;15:07:48.634;1.0e-03;lbs+20;-66:40:57.86;1.0e-02;lbs+20;*;0;*;*;0;*;315.858  ;-7.297   ;
975;J1509+5531;htg+68;15:09:25.6298;1.0e-04;cbv+09;+55:31:32.394;2.0e-03;cbv+09;-73.64;5.0e-02;cbv+09;-62.65;9.0e-02;cbv+09;91.325   ;52.287   ;
976;J1509-5850;kbm+03;15:09:27.156;7.0e-03;psj+19;-58:50:56.01;8.0e-02;psj+19;*;0;*;*;0;*;319.972  ;-0.621   ;
977;J1509-6015;kbm+03;15:09:07.5;1.0e-01;kbm+03;-60:15:18.6;6.0e-01;kbm+03;*;0;*;*;0;*;319.228  ;-1.815   ;
978;J1510-4422;mlt+78;15:10:48.9;4.0e-01;nmc81;-44:22:07;6.0e+00;nmc81;*;0;*;*;0;*;327.586  ;11.729   ;
979;J1511-5414;kbm+03;15:11:51.285;3.0e-03;lbs+20;-54:14:40.32;6.0e-02;lbs+20;*;0;*;*;0;*;322.598  ;3.177    ;
980;J1511-5835;kbm+03;15:11:07.0;3.0e-01;kbm+03;-58:35:28;1.0e+00;kbm+03;*;0;*;*;0;*;320.289  ;-0.508   ;
981;J1512-5431;kbm+03;15:12:05.7;2.0e-01;kbm+03;-54:31:19;3.0e+00;kbm+03;*;0;*;*;0;*;322.486  ;2.920    ;
982;J1512-5759;jlm+92;15:12:43.04;1.0e-01;psj+19;-57:59:59.8;1.1e+00;psj+19;*;0;*;*;0;*;320.772  ;-0.108   ;
983;J1513-2550;san16;15:13:23.32059;6.0e-05;san16;-25:50:31.285;3.0e-03;san16;*;0;*;*;0;*;338.820  ;26.964   ;
984;J1513-5739;mlc+01;15:13:58.99;9.0e-02;mlc+01;-57:39:01.4;1.3e+00;mlc+01;*;0;*;*;0;*;321.097  ;0.104    ;
985;J1513-5908;sh82;15:13:55.811;1.1e-02;psj+19;-59:08:09.60;8.0e-02;psj+19;*;0;*;*;0;*;320.321  ;-1.162   ;
986;J1513-5946;kle+10;15:13:44.78;1.0e-02;kkl+11;-59:46:31.9;7.0e-01;kkl+11;*;0;*;*;0;*;319.970  ;-1.697   ;
987;J1513-6013;ccb+20;15:13:54.02;4.0e-02;ccb+20;-60:13:26.5;3.0e-01;ccb+20;*;0;*;*;0;*;319.753  ;-2.091   ;
988;J1514-4834;mlt+78;15:14:14.563;2.0e-03;lbs+20;-48:34:19.97;4.0e-02;lbs+20;*;0;*;*;0;*;325.872  ;7.835    ;
989;J1514-4946;kcj+12;15:14:19.1141;1.0e-04;ckr+15;-49:46:15.516;5.0e-03;ckr+15;-0.3;3.2e+00;ckr+15;-30;6.6e+01;ckr+15;325.249  ;6.807    ;
990;J1514-5316;ccb+20;15:14:40.160;1.1e-02;ccb+20;-53:16:02.3;2.0e-01;ccb+20;*;0;*;*;0;*;323.461  ;3.798    ;
991;J1514-5925;kbm+03;15:14:59.10;3.0e-02;psj+19;-59:25:43.5;3.0e-01;psj+19;*;0;*;*;0;*;320.284  ;-1.482   ;
992;J1515-5720;kbm+03;15:15:09.23;1.4e-01;psj+19;-57:20:50.15;1.7e-01;psj+19;*;0;*;*;0;*;321.389  ;0.281    ;
993;J1516-43;brs+19;15:16:32.3;1.1e+00;brs+19;-43:20:00;1.0e+00;brs+19;*;0;*;*;0;*;329.041  ;12.062   ;
994;J1517-313;srp+22;15:17:51;0;srp+22;-31:20;0;srp+22;*;0;*;*;0;*;336.227  ;21.910   ;
995;J1517-314;srp+22;15:17:51;0;srp+22;-31:20;0;srp+22;*;0;*;*;0;*;336.227  ;21.910   ;
996;J1517-32;mbc+19;15:17:01;0;mbc+19;-32:26:05;0;mbc+19;*;0;*;*;0;*;335.397  ;21.105   ;
997;J1517-4356;ebvb01;15:17:27.34;1.0e-02;ebvb01;-43:56:17.9;2.0e-01;ebvb01;*;0;*;*;0;*;328.850  ;11.463   ;
998;J1517-4636;kjv+10;15:17:29.376;9.0e-03;bbb+12;-46:36:00.6;2.0e-01;bbb+12;*;0;*;*;0;*;327.399  ;9.217    ;
999;J1518+0204A;wakp89;15:18:33.3176;6.0e-04;awkp97;+02:05:27.55;3.0e-02;awkp97;4.086;2.3e-02;vb21;-9.870;2.3e-02;vb21;3.870    ;46.802   ;
1000;J1518+0204B;wakp89;15:18:31.458;3.0e-03;awkp97;+02:05:15.47;5.0e-02;awkp97;4.086;2.3e-02;vb21;-9.870;2.3e-02;vb21;3.859    ;46.806   ;
1001;J1518+0204C;hrs+07;15:18:32.788893;2.1e-05;prf+14;+02:04:47.8153;8.0e-04;prf+14;4.086;2.3e-02;vb21;-9.870;2.3e-02;vb21;3.856    ;46.797   ;
1002;J1518+0204D;hrs+07;15:18:33.2;0;har10a;+02:04:52;0;har10a;4.086;2.3e-02;vb21;-9.870;2.3e-02;vb21;3.859    ;46.796   ;
1003;J1518+0204E;hrs+07;15:18:34;0;har96;+02:04:58;0;har96;4.086;2.3e-02;vb21;-9.870;2.3e-02;vb21;3.864    ;46.795   ;
1004;J1518+0204F;pqm+21;15:18:33.2;0.0e+00;har10a;+02:04:52;0.0e+00;har10a;4.086;2.3e-02;vb21;-9.870;2.3e-02;vb21;3.859    ;46.796   ;
1005;J1518-0627;lbr+13;15:18:59.1104;8.0e-03;lbr+13;-06:27:07.70;6.6e-01;lbr+13;*;0;*;*;0;*;355.146  ;41.002   ;
1006;J1518-3952;bsb+19;15:18:56.968;1.8e-02;bsb+19;-39:52:30.3;7.0e-01;bsb+19;*;0;*;*;0;*;331.368  ;14.715   ;
1007;J1518+4904;nst96;15:18:16.799084;1.6e-05;jsk+08;+49:04:34.25119;1.6e-04;jsk+08;-0.67;4.0e-02;jsk+08;-8.53;4.0e-02;jsk+08;80.808   ;54.282   ;
1008;J1518-5415;kel+09;15:18:13.50;1.0e-02;kel+09;-54:15:45.0;3.0e-01;kel+09;*;0;*;*;0;*;323.383  ;2.675    ;
1009;J1519-5734;lfl+06;15:19:47.59;6.0e-02;lfl+06;-57:34:13.6;7.0e-01;lfl+06;*;0;*;*;0;*;321.800  ;-0.238   ;
1010;J1519-6106;lfl+06;15:19:35.81;1.1e-01;lfl+06;-61:06:54.6;1.2e+00;lfl+06;*;0;*;*;0;*;319.876  ;-3.216   ;
1011;J1519-6308;hfs+04;15:19:09.56;1.8e-01;hfs+04;-63:08:19.5;1.0e+00;hfs+04;*;0;*;*;0;*;318.743  ;-4.896   ;
1012;J1522-5525;kbm+03;15:22:06.7;1.0e-01;kbm+03;-55:25:17.5;9.0e-01;kbm+03;*;0;*;*;0;*;323.231  ;1.397    ;
1013;J1522-5735;pga+13;15:22:05.3;1.0e-01;pga+13;-57:35:00;1.0e+00;pga+13;*;0;*;*;0;*;322.052  ;-0.415   ;
1014;J1522-5829;jlm+92;15:22:42.244;4.0e-03;lbs+20;-58:29:02.815;3.0e-03;lbs+20;*;0;*;*;0;*;321.630  ;-1.215   ;
1015;J1523-3235;sfj+20;15:23:37.70;2.0e-02;sfj+20;-32:35:42.1;5.0e-01;sfj+20;*;0;*;*;0;*;336.517  ;20.172   ;
1016;J1524-20;mss+20;15:24:44;0.0e+00;mss+20;-20:59:21;0.0e+00;mss+20;*;0;*;*;0;*;344.502  ;29.246   ;
1017;J1524-5625;kbm+03;15:24:49.86;4.0e-02;kbm+03;-56:25:23.4;6.0e-01;kbm+03;*;0;*;*;0;*;323.000  ;0.351    ;
1018;J1524-5706;kbm+03;15:24:21.42;1.2e-01;psj+19;-57:06:34.64;1.5e-01;psj+19;*;0;*;*;0;*;322.568  ;-0.186   ;
1019;J1524-5819;kel+09;15:24:24.65;2.0e-02;kel+09;-58:19:14.1;4.0e-01;kel+09;*;0;*;*;0;*;321.907  ;-1.201   ;
1020;J1525-5417;kbm+03;15:25:28.35;6.0e-02;kbm+03;-54:17:20;1.0e+00;kbm+03;*;0;*;*;0;*;324.258  ;2.078    ;
1021;J1525-5523;ncb+15;15:25:36.064;7.0e-03;ncb+15;-55:23:27.2;2.0e-01;ncb+15;*;0;*;*;0;*;323.662  ;1.151    ;
1022;J1525-5545;nbb+14;15:25:28.1340;2.0e-04;nbb+14;-55:45:49.842;5.0e-03;nbb+14;*;0;*;*;0;*;323.439  ;0.851    ;
1023;J1525-5605;kbm+03;15:25:41.45;9.0e-02;kbm+03;-56:05:13;2.0e+00;kbm+03;*;0;*;*;0;*;323.286  ;0.565    ;
1024;J1526-2744;aab+22;15:26:34;0;aab+22;-27:43:34;0;aab+22;*;0;*;*;0;*;340.198  ;23.702   ;
1025;J1526-5633;kbm+03;15:26:41.2;1.0e-01;kbm+03;-56:33:43;3.0e+00;kbm+03;*;0;*;*;0;*;323.136  ;0.093    ;
1026;J1527-3931;mlt+78;15:27:58.828;9.0e-03;lbs+20;-39:31:34.2;2.0e-01;lbs+20;*;0;*;*;0;*;333.050  ;14.020   ;
1027;J1527-5552;mlt+78;15:27:40.734;4.0e-03;lbs+20;-55:52:08.352;6.0e-03;lbs+20;*;0;*;*;0;*;323.638  ;0.590    ;
1028;J1528-3146;jbo+07;15:28:34.9542;2.0e-04;jbo+07;-31:46:06.836;8.0e-03;jbo+07;*;0;*;*;0;*;337.939  ;20.217   ;
1029;J1528-4109;ebvb01;15:28:08.033;8.0e-03;ebvb01;-41:09:28.8;2.0e-01;ebvb01;*;0;*;*;0;*;332.106  ;12.671   ;
1030;J1528-5547;ncb+15;15:28:39.18;1.2e-01;ncb+15;-55:47:23;2.0e+00;ncb+15;*;0;*;*;0;*;323.796  ;0.579    ;
1031;J1528-5838;cwp+17;15:28:24.3;1.0e-01;cwp+17;-58:38:01;1.0e+00;cwp+17;*;0;*;*;0;*;322.166  ;-1.752   ;
1032;J1529-26;mss+20;15:29;0.0e+00;mss+20;-26;0.0e+00;mss+20;*;0;*;*;0;*;341.832  ;24.728   ;
1033;J1529-3828;nbb+14;15:29:15.1066;1.0e-03;nbb+14;-38:28:45.85;3.0e-02;nbb+14;*;0;*;*;0;*;333.886  ;14.728   ;
1034;J1529+40;ttk+17;15:29:12;1.8e+01;scb+19;+40:49;3.0e+00;scb+19;*;0;*;*;0;*;66.183   ;54.907   ;
1035;J1529-5355;kbm+03;15:29:57.6;3.0e-01;kbm+03;-53:55:36;5.0e+00;kbm+03;*;0;*;*;0;*;325.006  ;2.009    ;
1036;J1529-5611;kbm+03;15:29:35.8;6.0e-01;kbm+03;-56:11:29;1.3e+01;kbm+03;*;0;*;*;0;*;323.678  ;0.173    ;
1037;J1530-21;mss+20;15:30;0.0e+00;mss+20;-21;0.0e+00;mss+20;*;0;*;*;0;*;345.574  ;28.452   ;
1038;J1530-5327;mlc+01;15:30:26.892;2.0e-03;psj+19;-53:27:56.02;4.0e-02;psj+19;*;0;*;*;0;*;325.328  ;2.347    ;
1039;J1530-6343;bbb+12;15:30:47.608;2.0e-02;bsb+19;-63:43:13.6;3.0e-01;bsb+19;*;0;*;*;0;*;319.506  ;-6.101   ;
1040;J1531-4012;ebvb01;15:31:08.05;1.0e-02;ebvb01;-40:12:30.9;4.0e-01;ebvb01;*;0;*;*;0;*;333.147  ;13.113   ;
1041;J1531-5610;kbm+03;15:31:27.901;1.1e-02;psj+19;-56:10:55.33;1.3e-01;psj+19;*;0;*;*;0;*;323.897  ;0.033    ;
1042;J1532+2745;dth78;15:32:10.3646;1.0e-04;dgb+19;+27:45:49.623;1.0e-03;dgb+19;1.5;1.0e-01;dgb+19;18.93;1.1e-01;dgb+19;43.481   ;54.495   ;
1043;J1532-5308;kbm+03;15:32:35.5;1.0e-01;kbm+03;-53:08:06;2.0e+00;kbm+03;*;0;*;*;0;*;325.780  ;2.434    ;
1044;J1532-56;ncb+15;15:32:18;3.0e+01;ncb+15;-56:32;7.0e+00;ncb+15;*;0;*;*;0;*;323.790  ;-0.321   ;
1045;J1534-4428;bbb+12;15:34:52.00;5.0e-02;bbb+12;-44:28:09.4;8.0e-01;bbb+12;*;0;*;*;0;*;331.161  ;9.261    ;
1046;J1534-46;bb10;15:34:08;4.2e+01;bb10;-46:14;1.5e+01;bb10;*;0;*;*;0;*;330.007  ;7.910    ;
1047;J1534-5334;lvw68;15:34:08.278;6.0e-03;jbv+19;-53:34:19.66;8.0e-02;jbv+19;-27;1.0e+01;jbv+19;-12;1.0e+01;jbv+19;325.715  ;1.944    ;
1048;J1534-5405;jlm+92;15:34:33.59;3.0e-02;jml+95;-54:05:39.7;5.0e-01;jml+95;*;0;*;*;0;*;325.463  ;1.483    ;
1049;J1535-4114;ebvb01;15:35:17.07;1.0e-02;ebvb01;-41:14:03.1;3.0e-01;ebvb01;*;0;*;*;0;*;333.175  ;11.821   ;
